,epochs,layer_count,node_number,dropout,loss,rmse,val_loss,val_rmse
0,25,2,220,0.3,18.508598679791287,24.894521713256836,22.956626205444337,31.818382263183594
1,25,3,240,0.3,18.98114820335634,25.556907653808594,24.707571563720702,34.18672561645508
2,25,2,240,0.7,20.64267228566564,27.936656951904297,24.743443450927735,34.5344123840332
3,25,2,160,0.3,20.17767644526321,27.377290725708008,24.77955722808838,33.90530014038086
4,25,2,180,0.7,21.777987976720144,29.130456924438477,24.86138240814209,34.68098831176758
5,25,3,140,0.3,22.008419986502506,29.407026290893555,25.01899963378906,33.9847526550293
6,25,3,220,0.7,19.74295043075795,26.973796844482422,25.05696018218994,33.999568939208984
7,25,3,180,0.7,21.165812828687532,28.698972702026367,25.384184684753418,34.750221252441406
8,25,3,140,0.7,21.58549542801266,28.925949096679688,25.476516189575197,34.769283294677734
9,25,3,220,0.3,19.41403858330148,26.02890396118164,25.5204349899292,34.79570770263672
10,25,3,180,0.3,19.812252061447,26.50951385498047,25.54398670196533,35.05720520019531
11,25,2,180,0.3,20.399917711228742,27.350542068481445,25.57082103729248,34.408103942871094
12,25,3,160,0.3,21.226410223272406,28.41916275024414,25.59761703491211,34.60005187988281
13,25,2,140,0.7,21.67600405701439,29.00912094116211,25.63204120635986,35.5921516418457
14,25,3,240,0.7,20.76672305520448,27.900636672973633,25.664570503234863,35.38514709472656
15,25,2,120,0.7,22.642993388522218,30.188459396362305,25.680691375732422,35.30116271972656
16,25,2,220,0.7,21.210830909582427,28.55031967163086,26.489916152954102,35.74802017211914
17,25,3,200,0.7,22.740066691665376,30.582887649536133,26.581236152648927,36.76643371582031
18,25,3,120,0.7,21.2197183381071,28.601770401000977,26.67265937805176,35.95441818237305
19,25,3,120,0.3,21.07489711832278,28.308435440063477,26.873159523010255,37.18913269042969
20,25,2,120,0.3,21.64905591757901,29.07678985595703,27.05000587463379,36.85080337524414
21,25,2,140,0.3,20.802520587365894,27.82419204711914,27.205074119567872,36.97233581542969
22,25,2,200,0.3,20.767445472660146,27.956344604492188,27.34884136199951,37.83344650268555
23,25,2,240,0.3,19.054404242269303,25.546606063842773,27.8413387298584,38.364097595214844
24,25,2,160,0.7,21.393918807248035,28.820768356323242,28.05075584411621,38.87464141845703
25,25,2,200,0.7,23.25883587669837,31.03555679321289,29.15853031158447,39.63526153564453
26,25,3,160,0.7,23.004387753361485,30.692367553710938,29.646715507507324,39.860443115234375
27,25,3,200,0.3,22.14409810112494,29.97772216796875,30.05571346282959,41.270469665527344
